,file_name,mean_color,mean_color_b,mean_color_g,mean_color_r,mode_color,mode_color_b,mode_color_g,mode_color_r,shannon_entropy,year
27,../images/wikiart/1947_3.jpg,"[171.12943191705335, 108.6438741661833, 89.46134534512761]",89.46134534512761,108.6438741661833,171.12943191705335,"[194, 101, 42]",42,101,194,7.357759792907275,1947
28,../images/wikiart/1961_2.jpg,"[71.55541666666667, 57.47236757105943, 53.75354651162791]",53.75354651162791,57.47236757105943,71.55541666666667,"[91, 59, 70]",70,59,91,6.012707404973112,1961
29,../images/wikiart/1947_1.jpg,"[183.64548608972385, 105.19638640796633, 63.255259213633096]",63.255259213633096,105.19638640796633,183.64548608972385,"[172, 88, 42]",42,88,172,7.694027500928948,1947
30,../images/wikiart/1945_3.jpg,"[117.30966743119266, 76.23660168195718, 61.12968272171254]",61.12968272171254,76.23660168195718,117.30966743119266,"[89, 44, 41]",41,44,89,7.294625391298229,1945
31,../images/wikiart/1958_6.jpg,"[172.44221263404825, 96.65829737768097, 56.06245287365952]",56.06245287365952,96.65829737768097,172.44221263404825,"[131, 40, 55]",55,40,131,6.7108391327618815,1958
32,../images/wikiart/1945_2.jpg,"[223.94029874213837, 197.49297619047618, 179.20398472596585]",179.20398472596585,197.49297619047618,223.94029874213837,"[253, 255, 252]",252,255,253,7.184242849427397,1945
33,../images/wikiart/1963_1.jpg,"[69.43832116788322, 49.46974756690997, 50.4601794403893]",50.4601794403893,49.46974756690997,69.43832116788322,"[13, 41, 53]",53,41,13,6.8585173262121035,1963
34,../images/wikiart/1961_3.jpg,"[108.3142830882353, 107.00245710784314, 120.95054534313725]",120.95054534313725,107.00245710784314,108.3142830882353,"[2, 2, 4]",4,2,2,7.085993602822175,1961
35,../images/wikiart/1944_5.jpg,"[191.8565610062893, 164.32110440251572, 118.13226918238993]",118.13226918238993,164.32110440251572,191.8565610062893,"[202, 174, 126]",126,174,202,7.114032770709324,1944
36,../images/wikiart/1938_1.jpg,"[104.30473056057866, 83.60087281494876, 79.57385654008439]",79.57385654008439,83.60087281494876,104.30473056057866,"[67, 50, 60]",60,50,67,7.4574742210295595,1938
37,../images/wikiart/1948_8.jpg,"[213.10001149425287, 148.98972413793103, 120.14935632183908]",120.14935632183908,148.98972413793103,213.10001149425287,"[229, 167, 126]",126,167,229,7.570245575032543,1948
38,../images/wikiart/1940_1.jpg,"[204.73341049382717, 199.91001157407408, 166.6494637345679]",166.6494637345679,199.91001157407408,204.73341049382717,"[225, 219, 185]",185,219,225,6.906291114207325,1940
39,../images/wikiart/1942_3.jpg,"[129.0649219858156, 117.29251300236406, 106.41914657210403]",106.41914657210403,117.29251300236406,129.0649219858156,"[0, 1, 0]",0,1,0,7.767744465368588,1942
40,../images/wikiart/1942_2.jpg,"[127.9981365159129, 109.1452093802345, 122.01359296482413]",122.01359296482413,109.1452093802345,127.9981365159129,"[41, 24, 43]",43,24,41,7.826261232897703,1942
41,../images/wikiart/1964_1.jpg,"[57.05157549234136, 53.917757111597375, 52.618639679066376]",52.618639679066376,53.917757111597375,57.05157549234136,"[67, 66, 64]",64,66,67,4.9436086934903285,1964
42,../images/wikiart/1948_9.jpg,"[182.297657856094, 78.76743392070485, 67.50825256975037]",67.50825256975037,78.76743392070485,182.297657856094,"[122, 107, 126]",126,107,122,7.667024412772866,1948
43,../images/wikiart/1959_1.jpg,"[54.812042575085215, 32.33453598302142, 38.3556756061483]",38.3556756061483,32.33453598302142,54.812042575085215,"[59, 32, 37]",37,32,59,5.211132110829932,1959
44,../images/wikiart/1944_4.jpg,"[182.9520913580247, 131.9838197530864, 95.75304938271604]",95.75304938271604,131.9838197530864,182.9520913580247,"[234, 192, 144]",144,192,234,7.726838067627172,1944
45,../images/wikiart/1944_6.jpg,"[143.07614453665283, 133.61522475795297, 112.98288381742739]",112.98288381742739,133.61522475795297,143.07614453665283,"[132, 160, 145]",145,160,132,7.546591137369734,1944
46,../images/wikiart/1959_3.jpg,"[138.5866037037037, 129.9757111111111, 127.97782222222222]",127.97782222222222,129.9757111111111,138.5866037037037,"[255, 255, 255]",255,255,255,5.726123468450077,1959
47,../images/wikiart/1938_2.jpg,"[97.39141666666667, 54.72560227272727, 39.99935984848485]",39.99935984848485,54.72560227272727,97.39141666666667,"[74, 45, 37]",37,45,74,7.301942918028621,1938
48,../images/wikiart/1940_2.jpg,"[162.16848221820374, 139.71477757685352, 117.10934297769741]",117.10934297769741,139.71477757685352,162.16848221820374,"[194, 176, 156]",156,176,194,7.493146768836683,1940
49,../images/wikiart/1966_1.jpg,"[61.28702042304887, 138.6329686360321, 168.70407731582787]",168.70407731582787,138.6329686360321,61.28702042304887,"[40, 112, 136]",136,112,40,7.227459415038177,1966
50,../images/wikiart/1964_3.jpg,"[42.65129466900996, 51.50954012888108, 65.93265084944346]",65.93265084944346,51.50954012888108,42.65129466900996,"[23, 29, 43]",43,29,23,6.20547728267354,1964
51,../images/wikiart/1964_2.jpg,"[27.108452611218567, 18.14484203739523, 26.15119922630561]",26.15119922630561,18.14484203739523,27.108452611218567,"[11, 10, 16]",16,10,11,5.283671940909036,1964
52,../images/wikiart/1942_1.jpg,"[189.20009342301944, 124.5298355754858, 79.02083333333333]",79.02083333333333,124.5298355754858,189.20009342301944,"[3, 1, 4]",4,1,3,7.9352600735708,1942
53,../images/wikiart/1938_3.jpg,"[86.63888764880953, 64.64750372023809, 47.732674851190474]",47.732674851190474,64.64750372023809,86.63888764880953,"[23, 11, 13]",13,11,23,7.390584776046192,1938
54,../images/wikiart/1959_2.jpg,"[42.20618638676845, 31.125076335877864, 36.85540076335878]",36.85540076335878,31.125076335877864,42.20618638676845,"[32, 29, 36]",36,29,32,4.0737922965525515,1959
55,../images/wikiart/1962_4.jpg,"[94.98996617466175, 88.33814883148831, 93.57526137761377]",93.57526137761377,88.33814883148831,94.98996617466175,"[167, 157, 148]",148,157,167,6.901499049529736,1962
56,../images/wikiart/1957_9.jpg,"[57.75613390928726, 21.264629229661626, 24.09515478761699]",24.09515478761699,21.264629229661626,57.75613390928726,"[7, 8, 10]",10,8,7,5.635772683589865,1957
57,../images/wikiart/1944_3.jpg,"[195.67193658954585, 164.0141645244216, 143.8146829477292]",143.8146829477292,164.0141645244216,195.67193658954585,"[216, 197, 183]",183,197,216,7.6332722156530695,1944
58,../images/wikiart/1959_6.jpg,"[147.86497948717948, 60.551671794871794, 24.601646153846154]",24.601646153846154,60.551671794871794,147.86497948717948,"[102, 56, 33]",33,56,102,7.265425934601169,1959
59,../images/wikiart/1960_2.jpg,"[107.44773273273273, 51.97590690690691, 41.13150750750751]",41.13150750750751,51.97590690690691,107.44773273273273,"[35, 32, 43]",43,32,35,6.1397107558012305,1960
60,../images/wikiart/1946_1.jpg,"[161.73901986183074, 118.85237910189983, 85.80264248704663]",85.80264248704663,118.85237910189983,161.73901986183074,"[208, 144, 108]",108,144,208,7.689199042803422,1946
61,../images/wikiart/1942_5.jpg,"[149.9957561088059, 107.90844167819272, 90.37976486860305]",90.37976486860305,107.90844167819272,149.9957561088059,"[8, 0, 0]",0,0,8,7.892984960736873,1942
62,../images/wikiart/1964_6.jpg,"[145.5723163841808, 44.079955609362386, 24.639616626311543]",24.639616626311543,44.079955609362386,145.5723163841808,"[138, 2, 4]",4,2,138,6.651652988817516,1964
63,../images/wikiart/1942_4.jpg,"[154.20324506387922, 112.17806504065041, 86.18912195121952]",86.18912195121952,112.17806504065041,154.20324506387922,"[0, 0, 5]",5,0,0,7.8156545410619165,1942
64,../images/wikiart/1960_3.jpg,"[66.66827067669173, 36.81945802005013, 56.879990601503756]",56.879990601503756,36.81945802005013,66.66827067669173,"[37, 38, 42]",42,38,37,6.028023828293932,1960
65,../images/wikiart/1959_7.jpg,"[64.78357771260997, 66.48335288367547, 92.63113880742912]",92.63113880742912,66.48335288367547,64.78357771260997,"[50, 49, 47]",47,49,50,5.878251981687004,1959
66,../images/wikiart/1944_2.jpg,"[122.3664730743013, 101.16145875937286, 86.37447307430129]",86.37447307430129,101.16145875937286,122.3664730743013,"[95, 69, 56]",56,69,95,7.243077031943066,1944
67,../images/wikiart/1962_1.jpg,"[64.59855369335816, 48.79237430167598, 73.04633767846059]",73.04633767846059,48.79237430167598,64.59855369335816,"[47, 40, 47]",47,40,47,6.0058116719146275,1962
68,../images/wikiart/1957_8.jpg,"[206.55644224301352, 105.61010212193482, 110.52863898571108]",110.52863898571108,105.61010212193482,206.55644224301352,"[189, 37, 26]",26,37,189,7.54436740560449,1957
69,../images/wikiart/1962_3.jpg,"[43.103881932021466, 45.67639534883721, 42.65422480620155]",42.65422480620155,45.67639534883721,43.103881932021466,"[1, 54, 48]",48,54,1,6.4248378630993965,1962
70,../images/wikiart/1957_11.jpg,"[187.79316138552718, 134.1260977311551, 75.00964399425771]",75.00964399425771,134.1260977311551,187.79316138552718,"[192, 117, 59]",59,117,192,6.666674195473329,1957
71,../images/wikiart/1959_5.jpg,"[77.93297355473555, 36.79829950799508, 45.7130258302583]",45.7130258302583,36.79829950799508,77.93297355473555,"[80, 19, 27]",27,19,80,6.122464673988114,1959
72,../images/wikiart/1946_2.jpg,"[112.77407268170425, 79.87043609022557, 44.947200501253135]",44.947200501253135,79.87043609022557,112.77407268170425,"[94, 69, 29]",29,69,94,7.29102349403176,1946
73,../images/wikiart/1960_1.jpg,"[29.582055449330785, 17.516864244741875, 16.672836201402166]",16.672836201402166,17.516864244741875,29.582055449330785,"[16, 16, 16]",16,16,16,3.6760216808862136,1960
74,../images/wikiart/1968_8.jpg,"[54.850212314225054, 18.004200283085634, 17.384716914366596]",17.384716914366596,18.004200283085634,54.850212314225054,"[28, 16, 18]",18,16,28,5.098078121248992,1968
75,../images/wikiart/1964_5.jpg,"[55.40536231884058, 48.48635869565217, 48.587503623188404]",48.587503623188404,48.48635869565217,55.40536231884058,"[54, 48, 48]",48,48,54,5.487007040644641,1964
76,../images/wikiart/1964_4.jpg,"[36.63224932249322, 34.36785907859078, 36.13159891598916]",36.13159891598916,34.36785907859078,36.63224932249322,"[34, 32, 33]",33,32,34,4.1929326755804235,1964
77,../images/wikiart/1959_4.jpg,"[178.11852564102563, 13.606423076923077, 14.977490384615384]",14.977490384615384,13.606423076923077,178.11852564102563,"[200, 10, 12]",12,10,200,5.2042974119775485,1959
78,../images/wikiart/1957_10.jpg,"[236.77641200201714, 179.0813414019163, 173.30399899142714]",173.30399899142714,179.0813414019163,236.77641200201714,"[255, 255, 255]",255,255,255,4.702969317262269,1957
79,../images/wikiart/1962_2.jpg,"[163.19051666666667, 94.48536111111112, 64.91618611111112]",64.91618611111112,94.48536111111112,163.19051666666667,"[255, 255, 255]",255,255,255,6.303300277892495,1962
80,../images/wikiart/1944_1.jpg,"[170.9766628787879, 134.3640568181818, 88.09072727272728]",88.09072727272728,134.3640568181818,170.9766628787879,"[167, 105, 46]",46,105,167,7.4937194585649065,1944
81,../images/wikiart/1957_6.jpg,"[122.52456773618539, 28.334046345811053, 37.67874331550802]",37.67874331550802,28.334046345811053,122.52456773618539,"[101, 30, 36]",36,30,101,6.0763289338431115,1957
82,../images/wikiart/1955_4.jpg,"[205.74087516180936, 175.1007694261968, 119.69143710908673]",119.69143710908673,175.1007694261968,205.74087516180936,"[217, 200, 172]",172,200,217,6.937933517981857,1955
83,../images/wikiart/1948_1.jpg,"[206.14740217391304, 178.5302536231884, 126.62197101449276]",126.62197101449276,178.5302536231884,206.14740217391304,"[203, 206, 185]",185,206,203,7.539613877980271,1948
84,../images/wikiart/1953_2.jpg,"[128.04146781789638, 77.06245159602302, 61.48448717948718]",61.48448717948718,77.06245159602302,128.04146781789638,"[134, 105, 75]",75,105,134,7.165898324405629,1953
85,../images/wikiart/1968_4.jpg,"[48.100343276515154, 33.65909090909091, 44.643980823863636]",44.643980823863636,33.65909090909091,48.100343276515154,"[4, 4, 4]",4,4,4,6.538867340318828,1968
86,../images/wikiart/1951_1.jpg,"[200.48257113821137, 147.58768292682927, 126.74331300813009]",126.74331300813009,147.58768292682927,200.48257113821137,"[224, 205, 199]",199,205,224,6.876109388748255,1951
87,../images/wikiart/1968_5.jpg,"[165.8461068909387, 139.0110824742268, 133.85084102007596]",133.85084102007596,139.0110824742268,165.8461068909387,"[171, 158, 178]",178,158,171,6.899512969954478,1968
88,../images/wikiart/1953_3.jpg,"[121.28489014438166, 75.24551161330822, 87.77594475831764]",87.77594475831764,75.24551161330822,121.28489014438166,"[64, 65, 57]",57,65,64,7.182565270879886,1953
89,../images/wikiart/1957_7.jpg,"[207.58359943977592, 57.86686274509804, 30.163939075630253]",30.163939075630253,57.86686274509804,207.58359943977592,"[221, 246, 251]",251,246,221,7.220553644185111,1957
90,../images/wikiart/1957_5.jpg,"[85.85992894056848, 46.60046834625323, 64.22347545219638]",64.22347545219638,46.60046834625323,85.85992894056848,"[81, 38, 48]",48,38,81,6.3472057454059065,1957
91,../images/wikiart/1948_2.jpg,"[209.2194092827004, 181.02991317753975, 140.44165043816943]",140.44165043816943,181.02991317753975,209.2194092827004,"[237, 237, 237]",237,237,237,7.210443869472524,1948
92,../images/wikiart/1953_1.jpg,"[100.59212834718375, 83.35367959372114, 68.76010156971375]",68.76010156971375,83.35367959372114,100.59212834718375,"[73, 87, 70]",70,87,73,6.782881913026267,1953
93,../images/wikiart/1968_7.jpg,"[39.54368581375109, 28.075522193211487, 51.2605134899913]",51.2605134899913,28.075522193211487,39.54368581375109,"[48, 31, 47]",47,31,48,6.3111958789298335,1968
94,../images/wikiart/1951_2.jpg,"[203.25704953338118, 208.24390524048815, 161.4200215362527]",161.4200215362527,208.24390524048815,203.25704953338118,"[239, 235, 232]",232,235,239,7.004786682187889,1951
95,../images/wikiart/1968_6.jpg,"[145.13409830729168, 82.67890299479167, 56.800595703125]",56.800595703125,82.67890299479167,145.13409830729168,"[39, 39, 39]",39,39,39,6.635606292289856,1968
96,../images/wikiart/1948_3.jpg,"[161.20257515473034, 138.94201480990273, 113.11774977895668]",113.11774977895668,138.94201480990273,161.20257515473034,"[207, 186, 159]",159,186,207,7.505912576052465,1948
97,../images/wikiart/1957_4.jpg,"[218.8679116117851, 64.6366580011554, 41.31279607163489]",41.31279607163489,64.6366580011554,218.8679116117851,"[213, 33, 32]",32,33,213,6.187428490950958,1957
98,../images/wikiart/1936_1.jpg,"[108.40554121863799, 79.25297491039427, 64.1414982078853]",64.1414982078853,79.25297491039427,108.40554121863799,"[2, 3, 8]",8,3,2,7.6542021138666465,1936
99,../images/wikiart/1955_2.jpg,"[152.45434811827957, 30.473131720430107, 17.462516801075267]",17.462516801075267,30.473131720430107,152.45434811827957,"[157, 36, 17]",17,36,157,6.050708074532317,1955
100,../images/wikiart/1948_7.jpg,"[217.37699248120302, 149.51453979777028, 96.07739694062744]",96.07739694062744,149.51453979777028,217.37699248120302,"[240, 218, 177]",177,218,240,7.812230190171767,1948
101,../images/wikiart/1953_4.jpg,"[169.42876, 146.35067666666666, 106.97984666666666]",106.97984666666666,146.35067666666666,169.42876,"[231, 153, 1]",1,153,231,7.505195691592797,1953
102,../images/wikiart/1968_2.jpg,"[227.82056674123788, 116.99549217002237, 19.643475018642803]",19.643475018642803,116.99549217002237,227.82056674123788,"[232, 145, 14]",14,145,232,6.3022034098942505,1968
103,../images/wikiart/1968_3.jpg,"[61.10109469859936, 93.69359912041685, 132.06420957024716]",132.06420957024716,93.69359912041685,61.10109469859936,"[45, 76, 104]",104,76,45,6.9745859472172285,1968
104,../images/wikiart/1953_5.jpg,"[182.29297585227272, 104.384375, 75.9265127840909]",75.9265127840909,104.384375,182.29297585227272,"[192, 95, 50]",50,95,192,6.892559856274372,1953
105,../images/wikiart/1948_6.jpg,"[202.9449797979798, 128.59293602693603, 96.51335016835017]",96.51335016835017,128.59293602693603,202.9449797979798,"[33, 61, 83]",83,61,33,7.522365833991656,1948
106,../images/wikiart/1955_3.jpg,"[100.80647855530474, 110.22658389766742, 119.6353122648608]",119.6353122648608,110.22658389766742,100.80647855530474,"[34, 100, 150]",150,100,34,6.958921642525496,1955
107,../images/wikiart/1957_1.jpg,"[101.76389784946237, 56.01899193548387, 40.374210349462366]",40.374210349462366,56.01899193548387,101.76389784946237,"[1, 1, 1]",1,1,1,6.9122813658801,1957
108,../images/wikiart/1957_3.jpg,"[160.01976486860303, 25.66246887966805, 26.59310165975104]",26.59310165975104,25.66246887966805,160.01976486860303,"[183, 0, 2]",2,0,183,5.874714183881483,1957
109,../images/wikiart/1955_1.jpg,"[48.722061310782244, 50.700306553911204, 53.5604756871036]",53.5604756871036,50.700306553911204,48.722061310782244,"[20, 42, 39]",39,42,20,6.636311252679242,1955
110,../images/wikiart/1936_2.jpg,"[109.14049030644152, 80.13920950594121, 64.64812257661038]",64.64812257661038,80.13920950594121,109.14049030644152,"[0, 0, 5]",5,0,0,7.462383032463488,1936
111,../images/wikiart/1948_4.jpg,"[206.49635814249365, 79.57257315521629, 57.736367684478374]",57.736367684478374,79.57257315521629,206.49635814249365,"[224, 95, 12]",12,95,224,7.729454545337164,1948
112,../images/wikiart/1953_7.jpg,"[177.22326388888888, 141.46183449074073, 77.93184027777778]",77.93184027777778,141.46183449074073,177.22326388888888,"[36, 34, 39]",39,34,36,7.234656578595743,1953
113,../images/wikiart/1968_1.jpg,"[215.40213930348258, 144.8360305614783, 33.66769367448472]",33.66769367448472,144.8360305614783,215.40213930348258,"[216, 125, 10]",10,125,216,6.86980196277924,1968
114,../images/wikiart/1953_6.jpg,"[182.46275922059846, 102.84195198329854, 90.37417884481559]",90.37417884481559,102.84195198329854,182.46275922059846,"[180, 45, 42]",42,45,180,6.475090575500324,1953
115,../images/wikiart/1948_5.jpg,"[149.48790705128206, 99.45146794871795, 82.17004487179487]",82.17004487179487,99.45146794871795,149.48790705128206,"[110, 93, 47]",47,93,110,7.817943290777777,1948
