index,contour,contrast,luminance,mean_color,mean_color_r,shannon_entropy,period
194,0.002972973,0.977811284,109.7792105,"[128.0642277992278, 108.22091698841699, 71.37334942084942]",128.0642278,7.01496924,stripe_paintings_61_62
195,0.000553221,0.947927851,140.5296925,"[189.92038515406162, 129.23546218487394, 106.97252100840336]",189.9203852,6.786291006,stripe_paintings_61_62
196,0.000574353,1,145.1385538,"[155.09036131996658, 144.98613199665832, 117.34434001670844]",155.0903613,6.937880989,stripe_paintings_61_62
197,0.000940206,0.95401149,169.656945,"[187.2462527056277, 166.5072646103896, 149.06365665584417]",187.2462527,6.882606335,stripe_paintings_61_62
198,0.001346261,0.783976669,113.2513727,"[144.14754464285716, 107.9111328125, 75.17399553571428]",144.1475446,7.299723705,stripe_paintings_61_62
199,0.000750897,0.944941283,110.687328,"[156.0105320642846, 100.6730086596973, 76.42871352785146]",156.0105321,7.72466033,stripe_paintings_61_62
200,0.000667557,0.926654523,156.9830576,"[181.3611481975968, 152.84284879839785, 126.21152369826436]",181.3611482,7.372040118,stripe_paintings_61_62
201,0.003940887,0.860306316,139.3311932,"[206.3853961412151, 124.28432881773399, 90.93498563218391]",206.3853961,7.310982396,stripe_paintings_61_62
202,0.000769704,1,115.1064987,"[129.30320581896552, 113.66440886699507, 87.58797721674877]",129.3032058,7.54798915,stripe_paintings_61_62
203,0.000977699,0.99104265,155.7907776,"[192.34965255332904, 151.0507433742728, 95.09348739495799]",192.3496526,7.18817303,stripe_paintings_61_62
204,0.000548738,0.937963871,194.8336304,"[206.4865110246433, 193.78518407662378, 170.9062955203033]",206.486511,4.143315441,stripe_paintings_61_62
205,4.01E-05,0.901570528,125.7226173,"[152.8672451845907, 121.50246789727127, 87.59661918138042]",152.8672452,7.314335311,stripe_paintings_61_62
206,0.005297784,0.988283939,175.254302,"[185.30124159081916, 174.0585278986941, 157.5152206173328]",185.3012416,6.497180204,stripe_paintings_61_62
207,0.007742896,0.912471728,201.2910207,"[215.2593029953917, 200.50030721966206, 167.99270353302612]",215.259303,6.417721087,stripe_paintings_61_62
208,0.000545492,0.843111851,186.9661661,"[212.36524804446273, 183.37565356113626, 147.74303211198023]",212.365248,7.176950721,stripe_paintings_61_62
209,0.006464286,0.943760529,165.4008043,"[200.48638392857143, 159.62958035714286, 119.25655357142857]",200.4863839,7.235860531,stripe_paintings_61_62
210,0.000661765,0.944411873,155.2174664,"[182.07539522058823, 152.20545036764705, 105.96813419117647]",182.0753952,7.426544217,stripe_paintings_61_62
211,0.00042437,0.762396636,160.5647134,"[176.58407983193277, 158.38556302521008, 134.9803781512605]",176.5840798,7.038575092,stripe_paintings_61_62
212,0.000280724,0.975038749,170.8850012,"[200.9418590143481, 167.46846537741735, 116.22320648783531]",200.941859,7.518498095,stripe_paintings_61_62
213,0.000489081,0.877295573,176.3883904,"[191.90739877161056, 171.98666969972703, 174.29378412192904]",191.9073988,6.042243595,stripe_paintings_61_62
214,3.50E-05,0.921400538,156.4116201,"[180.54909463785515, 151.66020908363345, 132.4030612244898]",180.5490946,7.1812435,stripe_paintings_61_62
215,0.000527408,0.904365029,193.1946543,"[200.25715516332056, 192.9590819591435, 174.7319626595408]",200.2571552,6.473061732,stripe_paintings_61_62
216,0.000717439,0.993346837,132.288968,"[160.25905077262692, 126.52538631346579, 107.02129552980132]",160.2590508,7.591974045,stripe_paintings_61_62
217,0.000311791,0.87293201,136.5582911,"[163.49566326530612, 132.08456632653062, 101.55445011337868]",163.4956633,7.472037867,stripe_paintings_61_62
218,0.000278564,1,142.5339767,"[174.24209573332095, 136.3278703746692, 110.64285714285714]",174.2420957,7.394315984,stripe_paintings_61_62
219,0.001544557,0.915782214,157.2495811,"[183.53217730822232, 154.5411001378043, 106.68760909508498]",183.5321773,7.291463315,stripe_paintings_61_62
220,0.003983516,0.880016603,187.4632457,"[215.03968635531135, 184.18266941391943, 138.75849358974358]",215.0396864,6.963361907,stripe_paintings_61_62
221,0.01650364,0.988843756,145.3419454,"[151.77212238398545, 146.64372156505914, 113.5125]",151.7721224,6.916309843,stripe_paintings_61_62
222,0.000433607,0.998868092,200.6687009,"[210.6672370384185, 199.6023964938456, 181.78964472211862]",210.667237,5.892800588,stripe_paintings_61_62
223,0.000112524,0.701274136,187.4421833,"[227.20948630136985, 182.90601272015655, 115.27792563600782]",227.2094863,5.160846945,stripe_paintings_61_62
224,0.000378667,0.722578764,200.857999,"[217.02456951530613, 196.92335379464285, 192.2298190369898]",217.0245695,6.415416371,stripe_paintings_61_62
225,0.003272218,0.797195351,210.3764186,"[225.8810797046091, 209.22844728800612, 176.09301311433666]",225.8810797,6.29862243,stripe_paintings_61_62
226,0.001210762,0.936866457,193.24164,"[203.0056390134529, 193.48838565022422, 162.04636771300449]",203.005639,6.457200933,stripe_paintings_61_62
227,0.000961055,0.955779191,183.3660755,"[198.50476130653266, 181.62267587939698, 156.05852386934674]",198.5047613,6.620708099,stripe_paintings_61_62
228,0.001367851,0.900838169,176.2868767,"[193.60228192739618, 174.41006137372682, 143.89135218072605]",193.6022819,6.627159967,stripe_paintings_61_62
229,0.00077381,0.713778224,176.9311448,"[191.39615476190477, 175.578125, 147.74026785714287]",191.3961548,6.93107052,stripe_paintings_61_62
230,0.011650409,1,137.4198345,"[159.8938561988672, 134.60630899937067, 99.11313719320327]",159.8938562,7.422972419,stripe_paintings_61_62
231,0.001684543,0.995335092,173.4526375,"[183.60377475247526, 172.02531628162816, 157.700398789879]",183.6037748,6.36826758,stripe_paintings_61_62
232,0.010306588,1,169.1774381,"[167.32045009784736, 172.2082110241357, 144.6232387475538]",167.3204501,6.454219349,stripe_paintings_61_62
233,0.000857705,0.93686323,102.0676901,"[129.228107424072, 96.20973003374579, 80.11905230596176]",129.2281074,7.294869223,stripe_paintings_61_62
234,0.001007913,0.764466851,159.7123522,"[191.46230737192838, 156.1715785089546, 101.29574344023324]",191.4623074,7.332839698,stripe_paintings_61_62
235,0.006590136,0.994403116,139.4490145,"[158.41330782312926, 137.24000850340136, 105.48879676870749]",158.4133078,7.249995997,stripe_paintings_61_62
236,0.001848118,0.844438118,140.3450386,"[169.9880600358423, 136.8861335125448, 87.32152777777777]",169.98806,7.146491715,stripe_paintings_61_62
237,0.001774267,0.98307589,156.4358368,"[170.8571771978022, 154.7175824175824, 130.99149496336997]",170.8571772,7.191743015,stripe_paintings_61_62
238,0.001351351,0.968497841,175.1459245,"[185.88234797297298, 175.16056145431145, 143.38647844272845]",185.882348,7.071565173,stripe_paintings_61_62
239,0.000181319,0.816186982,155.4831949,"[189.74632967032966, 150.4421923076923, 104.52727472527472]",189.7463297,7.657462604,stripe_paintings_61_62
240,0.001477833,0.764207407,181.358028,"[197.50443823417962, 178.91117374005304, 158.05142572944297]",197.5044382,6.735158661,stripe_paintings_61_62
241,0.000534344,0.713413868,182.8367925,"[202.31974333211545, 180.05678662769455, 153.00555809280235]",202.3197433,7.155274384,stripe_paintings_61_62
242,0.000527426,0.879802375,104.8549096,"[112.69733649789029, 104.01489978902954, 90.08309599156118]",112.6973365,7.236093105,stripe_paintings_61_62
243,0.000700723,0.981776073,110.2841372,"[151.14252561784207, 104.01301235684147, 52.093211271850514]",151.1425256,7.136115934,stripe_paintings_61_62
244,0.002213542,0.750670329,137.2089767,"[156.45203993055554, 136.15646701388889, 90.97185329861111]",156.4520399,7.425295425,stripe_paintings_61_62
245,0.000349087,0.863421701,153.7755862,"[170.20439044038667, 151.07410042964554, 132.15978114930184]",170.2043904,7.704581329,stripe_paintings_61_62
246,0.002965328,0.998333938,181.9135033,"[192.87603623566216, 181.6602515641293, 152.1419121480709]",192.8760362,6.792289007,stripe_paintings_61_62
247,0.002742347,0.913160846,137.1158688,"[140.815943877551, 137.87510629251702, 118.69976615646259]",140.8159439,7.498047819,stripe_paintings_61_62
248,0.000555185,0.778743008,204.6297134,"[205.80771298666386, 205.4344238344028, 193.1896630316631]",205.807713,5.483755733,stripe_paintings_61_62
249,0.000139752,0.997737464,199.3706147,"[218.98377329192547, 196.14640786749482, 173.55614389233955]",218.9837733,6.62837395,stripe_paintings_61_62
250,0.00064554,1,133.7849008,"[167.0733934859155, 127.02634976525822, 102.71263204225352]",167.0733935,7.003894028,stripe_paintings_61_62
251,0.00547146,0.993352365,193.3464913,"[211.8916311888994, 190.17997082939135, 170.10547540208137]",211.8916312,6.423267177,stripe_paintings_61_62
252,3.51E-05,0.899131335,174.1901931,"[187.62308266058267, 173.29247981747983, 143.52831256581257]",187.6230827,6.650563326,stripe_paintings_61_62
253,0.000670841,0.88763773,180.111825,"[193.44207449527218, 178.0670776897521, 161.11448696652184]",193.4420745,6.043003483,stripe_paintings_61_62
254,0.00092437,0.934019709,172.5900913,"[178.88540966386554, 171.92484243697479, 160.64274159663864]",178.8854097,6.624493745,stripe_paintings_61_62
255,0.003011905,0.977811284,182.1255748,"[195.37952380952382, 182.2914880952381, 141.45451190476192]",195.3795238,6.780916617,stripe_paintings_61_62
256,0.000731497,0.870975218,118.6590439,"[153.1882601835915, 112.13711990820424, 81.58935742971887]",153.1882602,7.446976925,stripe_paintings_61_62
257,0.001525974,0.967351618,139.5151277,"[168.68670454545455, 135.93689935064936, 89.0618262987013]",168.6867045,7.48821046,stripe_paintings_61_62
258,0.002306548,0.980591639,129.2008338,"[138.3655505952381, 128.93546130952382, 104.84315476190476]",138.3655506,7.211019438,stripe_paintings_61_62
259,0.001458203,0.989875217,140.8058776,"[163.1595601996257, 136.89489238927013, 113.7247660636307]",163.1595602,7.536069528,stripe_paintings_61_62
260,0.006583914,0.998868092,173.5696482,"[193.16804950638792, 170.21237659698025, 149.11674651567944]",193.1680495,7.182384583,stripe_paintings_61_62
261,0.004754021,0.959887633,196.5014076,"[204.30429280983915, 197.88812086092716, 159.7885170293283]",204.3042928,5.956608549,stripe_paintings_61_62
262,0.001144244,0.971253832,145.7400818,"[180.01740638002775, 139.24931085298198, 109.10351941747572]",180.0174064,7.317337467,stripe_paintings_61_62
263,0.000165131,0.858479129,186.535346,"[222.0206490015361, 179.06591013824885, 156.0362480798771]",222.020649,6.826683878,stripe_paintings_61_62
264,0.00201094,0.755761291,146.7707866,"[163.2848536036036, 145.87779118404117, 106.98934202059202]",163.2848536,7.129945462,stripe_paintings_61_62
265,0.006754032,0.993352365,155.1756158,"[181.60784850230414, 152.84400921658985, 100.43977534562212]",181.6078485,7.368540003,stripe_paintings_61_62
266,0.005559846,0.94015054,179.3704394,"[219.08903474903474, 173.59502895752897, 119.62528957528957]",219.0890347,6.912442768,stripe_paintings_61_62
267,0.000135468,0.807342504,144.9147659,"[174.60231527093595, 139.1275369458128, 114.82408866995074]",174.6023153,6.832606909,stripe_paintings_61_62
268,0.001815476,0.795598037,179.6898942,"[183.0130505952381, 181.52925595238096, 151.68415178571428]",183.0130506,6.396708047,stripe_paintings_61_62
269,0.005753968,0.998333938,157.7687668,"[170.58956916099774, 157.79651832955403, 119.74175170068027]",170.5895692,7.384586754,stripe_paintings_61_62
270,0.000435323,0.819456909,165.0541514,"[191.7501762023217, 160.69200870646767, 129.65566956882256]",191.7501762,7.040814036,stripe_paintings_61_62
271,0.002606334,0.994406277,178.1653208,"[197.1052300046232, 174.32796463245492, 160.40704461396209]",197.10523,6.151945234,stripe_paintings_61_62
272,0.000438269,0.91673569,164.4445444,"[182.17914957105558, 162.17944330473705, 134.66093342036552]",182.1791496,7.411600765,stripe_paintings_61_62
273,0.000747664,0.966406664,130.7513936,"[153.94474478792236, 127.84543493889288, 91.24218547807332]",153.9447448,7.717996032,stripe_paintings_61_62
274,0.001420455,1,162.1080973,"[178.62890625, 160.67434303977274, 127.66345880681818]",178.6289063,6.45697686,stripe_paintings_61_62
275,0.001974126,0.991251654,165.4089974,"[185.29720262096774, 160.95052503360216, 151.0110341061828]",185.2972026,6.312223539,stripe_paintings_61_62
276,0.012991216,0.944869434,153.1271442,"[191.1961049468331, 145.32919556171984, 118.27439898289413]",191.1961049,6.63114293,stripe_paintings_61_62
277,1.10E-05,0.775506249,179.7137215,"[194.2266597283085, 178.76968667835231, 146.33038453111305]",194.2266597,6.591986892,stripe_paintings_61_62
278,0.0015352,0.991613331,115.3172268,"[141.50704650565262, 109.9593910585817, 91.27246916752313]",141.5070465,7.00123289,stripe_paintings_61_62
279,0.004476861,0.979421776,160.1490516,"[170.2377263581489, 160.78258299798793, 124.16631036217304]",170.2377264,7.142314862,stripe_paintings_61_62
280,0.007704493,0.987795714,172.9610708,"[181.9747839861751, 173.35187211981568, 142.548099078341]",181.974784,6.533206254,stripe_paintings_61_62
281,0.001016865,0.736222363,174.5685071,"[207.12362351190475, 169.6344494047619, 127.5826388888889]",207.1236235,7.146719036,stripe_paintings_61_62
282,0.001495267,0.962535153,162.266214,"[173.1131239242685, 160.97023450946645, 143.164156626506]",173.1131239,7.132789144,stripe_paintings_61_62
283,3.34E-05,0.872355561,195.8783727,"[209.6733627858628, 193.49157261657263, 178.90087243837243]",209.6733628,6.100720563,stripe_paintings_61_62
284,0.007916053,0.979048473,166.7250364,"[186.88718703976437, 165.8428939617084, 116.09394329896907]",186.887187,7.187753796,stripe_paintings_61_62
285,0.001820388,0.997203915,167.2303092,"[185.02522249190937, 164.79900889967638, 138.91545307443366]",185.0252225,7.214520345,stripe_paintings_61_62
286,0.00521137,0.824766591,175.4527265,"[197.98751822157433, 174.22195699708456, 121.28859329446064]",197.9875182,7.184209516,stripe_paintings_61_62
287,0.015688776,0.995010128,148.5804507,"[166.626556122449, 146.97321428571428, 111.3629081632653]",166.6265561,7.325219646,stripe_paintings_61_62
288,0.003494898,0.998867148,191.4357216,"[190.12930612244898, 193.7983112244898, 171.87920918367348]",190.1293061,7.250185902,stripe_paintings_61_62
289,0.000921053,0.860765687,154.1011213,"[182.7733552631579, 149.37953947368422, 116.4440350877193]",182.7733553,7.383175751,stripe_paintings_61_62
290,0.002948505,0.974113565,181.3995819,"[213.9388911960133, 177.128125, 127.89665697674418]",213.9388912,6.867291016,stripe_paintings_61_62
291,0.003388947,0.963391601,190.5083469,"[199.61167883211678, 190.78193430656935, 160.9925834202294]",199.6116788,6.746933582,stripe_paintings_61_62
292,0.001621241,0.722211317,130.106724,"[178.10881109022557, 121.38576127819549, 75.14812030075188]",178.1088111,7.705427658,stripe_paintings_61_62
293,0.002401911,0.990045092,216.9326944,"[227.0700578470825, 215.69593184104627, 199.33337525150907]",227.0700578,5.528425307,stripe_paintings_61_62
294,0.000950092,0.798626005,159.7911844,"[171.06537316849816, 157.81496108058607, 146.1693337912088]",171.0653732,6.881920088,stripe_paintings_61_62
295,0.001515444,0.864392157,146.9548693,"[168.78022200772202, 142.86815637065638, 123.1702027027027]",168.780222,7.214703311,stripe_paintings_61_62
296,0.000828424,0.74030639,163.2965468,"[173.28389175257732, 163.9765648011782, 127.15169366715759]",173.2838918,5.925665145,stripe_paintings_61_62
297,0.00507109,0.934598434,207.2453669,"[216.7664277251185, 206.7261789099526, 184.3526481042654]",216.7664277,5.89197451,stripe_paintings_61_62
298,0.001852273,0.983423196,149.1390763,"[160.18336363636362, 151.12702272727273, 96.92585227272727]",160.1833636,7.330766077,stripe_paintings_61_62
299,0.003994361,0.956837536,162.1814511,"[178.40279605263157, 162.8580122180451, 107.7142152255639]",178.4027961,7.400939745,stripe_paintings_61_62
300,0.001116071,0.932708568,171.2309658,"[200.07973533163266, 166.6961256377551, 131.204225127551]",200.0797353,7.282091233,stripe_paintings_61_62
301,8.04E-05,0.775619666,165.4300354,"[166.90389285714286, 166.29473214285716, 152.52458928571428]",166.9038929,6.740255238,stripe_paintings_61_62
302,0.000796506,0.9156356,156.2281323,"[176.66130524152106, 153.76021325796506, 120.50739979445015]",176.6613052,7.432778235,stripe_paintings_61_62
303,0.001527902,0.91819091,180.4194827,"[191.44882704151192, 179.88340933665555, 153.25273847021768]",191.448827,6.961579255,stripe_paintings_61_62
304,3.97E-05,0.937622241,167.3352628,"[196.16083333333333, 165.20974206349206, 103.51055555555556]",196.1608333,6.3269979,stripe_paintings_61_62
305,0.001581975,0.90037558,153.7237815,"[166.470493767977, 152.41184084372003, 129.18567833173537]",166.4704938,6.331023369,stripe_paintings_61_62
306,0.000415282,0.820672325,182.4345867,"[190.7049730066445, 182.41180440199335, 158.30729858803986]",190.704973,6.419096843,stripe_paintings_61_62
307,0.004882155,1,121.9235012,"[161.68047138047137, 114.91936026936027, 74.23693181818182]",161.6804714,7.613686975,stripe_paintings_61_62
308,0.007064364,0.99717263,142.6012214,"[165.26726844583987, 139.22951334379906, 109.2583398744113]",165.2672684,7.454103796,stripe_paintings_61_62
309,0.00152439,0.960766221,180.1246258,"[210.83286149825784, 177.84466463414634, 112.28608449477352]",210.8328615,7.276301143,stripe_paintings_61_62
310,0.000331221,0.840157748,179.0072873,"[186.12247983870967, 179.67528801843318, 151.43881048387098]",186.1224798,6.634151141,stripe_paintings_61_62
311,0.000833333,0.830556421,145.5194062,"[184.3219212962963, 138.00104166666668, 105.73712962962964]",184.3219213,7.32801546,stripe_paintings_61_62
312,2.75E-05,0.663333442,189.9001789,"[205.70449706314244, 188.3455625917768, 158.7625550660793]",205.7044971,6.425090193,stripe_paintings_61_62
313,0.005415691,0.983909328,154.3990378,"[163.51214871194378, 155.5423594847775, 116.23905152224825]",163.5121487,7.231008956,stripe_paintings_61_62
314,0.003531746,0.991582823,144.3611896,"[171.7471560846561, 139.10187830687832, 115.81829365079365]",171.7471561,7.341488401,stripe_paintings_61_62
315,0.000110229,0.810612252,137.7516605,"[162.19369488536157, 135.28924162257496, 90.17195767195767]",162.1936949,7.47782065,stripe_paintings_61_62
316,0.00119382,0.883809507,132.6304485,"[148.94843164794008, 131.59021535580524, 94.88490168539326]",148.9484316,7.554982271,stripe_paintings_61_62
317,0,0.663547244,207.3670505,"[218.4797260802469, 205.90499614197532, 189.12752700617284]",218.4797261,5.090741395,stripe_paintings_61_62
318,0.005221675,0.988395568,186.7261932,"[202.3934975369458, 185.0122536945813, 157.57024630541872]",202.3934975,6.483938013,stripe_paintings_61_62
319,0.000178571,0.691450352,172.1766332,"[201.59456845238094, 167.59484126984128, 130.9390228174603]",201.5945685,7.27424335,stripe_paintings_61_62
320,0.001066468,0.756378782,123.5877554,"[138.20662202380953, 122.60848214285714, 90.24156746031746]",138.206622,7.398976102,stripe_paintings_61_62
321,0.005156501,0.986748775,146.4672065,"[182.3702447833066, 138.6015048154093, 118.66338282504013]",182.3702448,7.262269294,stripe_paintings_61_62
322,6.22E-05,0.824303454,148.4921598,"[199.03062810945275, 138.98933457711442, 93.80991915422885]",199.0306281,7.583006845,stripe_paintings_61_62
323,0.000582965,0.979167913,155.8592532,"[167.88875797741778, 158.08709499263622, 98.36859965635739]",167.888758,7.642840021,stripe_paintings_61_62
324,0.000691358,0.977811284,201.0244219,"[217.5638765432099, 199.91011111111112, 163.36053086419753]",217.5638765,7.10094089,stripe_paintings_61_62
325,9.35E-06,0.889476001,203.9930976,"[213.8860736999626, 203.31341189674524, 181.59509913954358]",213.8860737,6.309404191,stripe_paintings_61_62
326,0.001092233,0.943679041,162.3667349,"[171.75447295423024, 162.2605409153953, 135.7755547850208]",171.754473,6.466712481,stripe_paintings_61_62
327,0.003561671,0.973507493,162.7326354,"[168.88188914910225, 163.20390320062452, 139.95725995316158]",168.8818891,6.878308283,stripe_paintings_61_62
328,0.022038394,1,117.1027886,"[127.27490975716474, 115.45451214176329, 103.4775021877051]",127.2749098,7.776360973,abstract_expressionist_55_57
329,0.003843633,0.808373303,120.1647857,"[110.68236086278971, 123.50399793918031, 115.00909260170833]",110.6823609,7.482864032,abstract_expressionist_55_57
330,0.006905625,1,125.9447084,"[132.97513802622498, 125.10058661145618, 113.60463250517599]",132.975138,7.951820265,abstract_expressionist_55_57
331,0.002914348,1,142.125272,"[147.81040507111936, 141.75274814471243, 129.07499226963512]",147.8104051,7.857541691,abstract_expressionist_55_57
332,0.009858644,1,66.27628369,"[109.74908934396521, 57.25800561797753, 27.59974628488583]",109.7490893,7.364576509,abstract_expressionist_55_57
333,0.014226114,1,103.0937272,"[107.0488630111865, 102.2158582431689, 100.14345085274161]",107.048863,7.75868199,abstract_expressionist_55_57
334,0.003270716,0.950919265,158.6543485,"[170.49060736560736, 157.2417768042768, 137.7939968814969]",170.4906074,7.693509887,abstract_expressionist_55_57
335,0.008973545,1,61.01249715,"[78.88205026455026, 58.30027777777778, 35.26058994708995]",78.88205026,7.030815733,abstract_expressionist_55_57
336,0.028279883,1,127.89241,"[147.27287172011663, 126.4370444606414, 85.24131924198251]",147.2728717,7.814000027,abstract_expressionist_55_57
337,0.002010294,0.972775798,108.6474718,"[144.06138056312443, 101.78974871329095, 72.29908567968513]",144.0613806,7.789540352,abstract_expressionist_55_57
338,0.001278246,0.94305424,86.63274403,"[89.2866382612026, 86.65482094982765, 78.59940157027958]",89.28663826,7.530655073,abstract_expressionist_55_57
339,0.008467579,1,151.9997363,"[160.06515450861195, 151.22810030395138, 135.8940045592705]",160.0651545,7.914293257,abstract_expressionist_55_57
340,0.012839872,0.716377348,69.71852759,"[83.20868385036496, 67.37283531021897, 53.23143476277372]",83.20868385,6.225774688,veil_paintings_58_59
341,0,0.57869326,100.0346972,"[177.2842815614618, 80.57641888150609, 65.31584763750462]",177.2842816,6.499861135,veil_paintings_58_59
342,5.88E-05,0.773493574,189.2808728,"[226.0473101265823, 182.58268987341773, 147.3694575045208]",226.0473101,7.090526171,veil_paintings_58_59
343,0.00204023,0.849199669,89.93330272,"[93.3495138888889, 92.17746168582376, 57.64370450191571]",93.34951389,7.002354865,veil_paintings_58_59
344,0.000263214,0.971218661,131.3611505,"[132.1581005586592, 131.14970992694455, 131.10894391920928]",132.1581006,7.313443817,veil_paintings_58_59
345,0.009479362,0.907881496,127.8521071,"[201.6925703564728, 111.21532363977487, 75.22253752345216]",201.6925704,7.786183075,veil_paintings_58_59
346,5.30E-05,0.756007266,125.3795572,"[128.1227986512524, 125.32212186897881, 117.87075626204239]",128.1227987,6.713165193,veil_paintings_58_59
347,0.001487918,0.945640502,61.66125001,"[67.8783487470167, 60.76021405131265, 52.279888872315034]",67.87834875,6.732562324,veil_paintings_58_59
348,0.000543478,0.867334201,74.55572437,"[75.9880661231884, 75.52079936594203, 60.778196708937195]",75.98806612,6.511882076,veil_paintings_58_59
349,0.031684793,0.993352365,133.867865,"[161.18705173427395, 128.6767293748775, 104.84627425044091]",161.1870517,7.145819175,veil_paintings_58_59
350,9.54E-05,0.741984139,125.5713956,"[202.51359431623118, 108.35725729544154, 69.52763208086974]",202.5135943,7.618614213,veil_paintings_58_59
351,0.002113003,0.965133931,57.10765486,"[62.87553792569659, 58.581962074303405, 25.519338235294118]",62.87553793,6.657341165,veil_paintings_58_59
352,0.001503302,0.773913404,143.9733685,"[158.27551268682654, 142.47597323600974, 116.69222280152937]",158.2755127,6.942507306,veil_paintings_58_59
353,0,0.635971306,110.8229937,"[150.32719722366184, 100.0021419527524, 101.68836063530384]",150.3271972,6.993043438,veil_paintings_58_59
354,0.000707592,0.869740528,115.2194883,"[143.4734126984127, 110.89623493975904, 74.84838640275387]",143.4734127,7.692026164,veil_paintings_58_59
355,0.002350269,0.906669025,54.61152753,"[52.381454130278996, 55.97879899430348, 47.634256841287]",52.38145413,6.431216038,veil_paintings_58_59
356,0.000435096,0.806435119,103.2690449,"[93.38921875, 107.02418269230769, 95.16345673076923]",93.38921875,6.620286749,veil_paintings_58_59
357,0.000705935,0.998330159,154.5710296,"[174.29574190647483, 149.19100269784172, 149.78323741007193]",174.2957419,7.485050469,veil_paintings_58_59
358,0.016363896,1,93.23863369,"[98.816344873502, 90.1931258322237, 106.98275870268213]",98.81634487,7.320557442,veil_paintings_58_59
359,0.00027666,0.798555824,93.85458979,"[100.47204225352112, 92.92122233400403, 83.61461770623742]",100.4720423,6.589905606,veil_paintings_58_59
360,1.72E-05,0.938964843,44.82556478,"[49.70995587424159, 44.17362796469939, 36.90096180364038]",49.70995587,4.955666231,veil_paintings_58_59
361,0.002815468,0.783204683,111.5045175,"[120.33711232797053, 112.296026361698, 77.6555315952704]",120.3371123,7.446663642,veil_paintings_58_59
362,0.001019553,0.755892441,123.1269475,"[128.5274883612663, 122.98834497206704, 108.59749534450651]",128.5274884,7.140550633,veil_paintings_58_59
363,0.001389284,0.909457947,65.35994652,"[58.05672156141039, 69.36358182564491, 47.20573124579945]",58.05672156,6.768750631,veil_paintings_58_59
364,0.000159439,0.705666313,131.5217453,"[139.79174461451248, 131.2546591553288, 109.815625]",139.7917446,7.337369468,veil_paintings_58_59
365,0.000823754,0.856600543,136.0274319,"[145.64491158789647, 135.22870186382272, 115.61989083683376]",145.6449116,7.272874621,veil_paintings_58_59
366,0.008556548,0.780711068,79.90356329,"[82.38943932411674, 79.85270017281105, 73.08749759984639]",82.38943932,5.72564224,veil_paintings_58_59
367,0.013356742,0.895716627,60.58529829,"[65.30150983146068, 59.801144662921345, 54.46563202247191]",65.30150983,6.357934028,veil_paintings_58_59
368,0.002571078,0.882487979,68.80241992,"[97.45101225490195, 63.20096323529412, 39.93082843137255]",97.45101225,7.203004425,veil_paintings_58_59
369,0.002876712,0.785860682,135.8215619,"[138.7882093933464, 134.66234344422702, 138.56898238747553]",138.7882094,6.951184129,veil_paintings_58_59
370,0.004319042,0.993627526,77.71789352,"[83.51453116555575, 76.9494122680598, 68.26155872815708]",83.51453117,7.154688002,veil_paintings_58_59
371,0.00343796,0.786364425,114.576666,"[121.10261413843888, 114.46109628129602, 96.50518225331369]",121.1026141,6.319221905,veil_paintings_58_59
372,0.047036474,1,126.9805936,"[126.84158546397282, 126.4834167709637, 132.31486009297336]",126.8415855,7.170806812,veil_paintings_58_59
373,0.000610329,0.951859751,152.8823071,"[165.28946302816902, 151.58230340375587, 129.22581572769954]",165.289463,7.600254043,veil_paintings_58_59
374,0.00039632,0.723176933,114.3055471,"[114.79633046596845, 115.46355154759739, 101.38940720912706]",114.7963305,6.714016051,veil_paintings_58_59
375,0.037345821,0.994406277,158.9523667,"[157.261922404271, 159.47303939617083, 158.7723582474227]",157.2619224,7.390185098,veil_paintings_58_59
376,0.000149198,0.652567252,119.3814091,"[113.78119638194704, 122.49918407310705, 104.98767717269675]",113.7811964,7.08841895,veil_paintings_58_59
377,0.005398773,0.888531392,85.00326303,"[98.41960560911481, 81.5667046450482, 79.53944200993281]",98.41960561,6.650566469,veil_paintings_58_59
378,0.001647619,0.792579617,99.13175465,"[96.66920476190477, 102.21688809523809, 75.82220714285714]",96.66920476,6.877643874,veil_paintings_58_59
379,0.003826065,0.80499088,91.29830548,"[107.00951572008114, 88.71178752535496, 70.65667596348884]",107.0095157,6.748506957,veil_paintings_58_59
380,0.000544263,0.976387396,95.26614119,"[97.07883560796603, 96.07996536510947, 81.86689069393478]",97.07883561,6.333038371,veil_paintings_58_59
381,0.000168488,0.727947717,101.4529624,"[120.1566985428051, 97.76039617486339, 82.95585837887067]",120.1566985,6.742042095,veil_paintings_58_59
382,0.003032129,0.900960959,67.98640171,"[78.5713092369478, 66.69235742971888, 49.63666666666666]",78.57130924,6.658454046,veil_paintings_58_59
383,0.000908163,0.922765163,133.6772239,"[135.1983469387755, 134.79657653061224, 118.11002551020408]",135.1983469,6.179916245,veil_paintings_58_59
384,0,0.552497088,98.47593651,"[97.33558601134216, 99.16849243856333, 94.97347826086957]",97.33558601,5.290095834,veil_paintings_58_59
385,0.030794592,1,86.85940279,"[105.6333610056926, 83.8732210626186, 61.15820683111954]",105.633361,7.523639054,veil_paintings_58_59
386,0.00566047,0.770120932,75.73429248,"[95.9939897260274, 70.65243395303327, 66.4175831702544]",95.99398973,6.340469928,veil_paintings_58_59
