,contour,file_name,luminance,mean_color,mean_color_b,mean_color_g,mean_color_r,shannon_entropy,shape_index,solidity,year
0,5.6028928166604176e-05,../images/Rothko_guggenheim_org/1946_31.jpg,181.73862418398176,"[195.04633161367624, 179.93297130025903, 160.43923835137034]",160.43923835137034,179.93297130025903,195.04633161367624,6.768126790804539,0.2557466309694533,Null,1946
1,0.0,../images/Rothko_guggenheim_org/1953_31.jpg,161.72304552813273,"[228.9834626679892, 156.9777388801369, 10.674273100336464]",10.674273100336464,156.9777388801369,228.9834626679892,6.937948026215617,0.2555472005548369,Null,1953
2,0.0037581197331460676,../images/Rothko_moma/1944_41.jpg,214.56429503818467,"[217.90556421172752, 214.52938465589887, 205.07141524754215]",205.07141524754215,214.52938465589887,217.90556421172752,6.519650517954927,0.25169693175252095,Null,1944
3,6.325910931174089e-05,../images/Rothko_moma/1951_41.jpg,184.08006468006704,"[191.22959893724698, 183.47946451163966, 168.9769934526822]",168.9769934526822,183.47946451163966,191.22959893724698,6.451747145681889,,Null,1951
4,0.0,../images/Rothko_moma/1949_41.jpg,224.79911112734572,"[230.15480379293894, 224.6640326812977, 210.36680979643765]",210.36680979643765,224.6640326812977,230.15480379293894,5.73825940329294,0.2519437958192752,Null,1949
5,5.713929521276596e-05,../images/Rothko_moma/1945_41.jpg,112.39663088326961,"[117.86319294381649, 111.82913792386968, 101.92128282912235]",101.92128282912235,111.82913792386968,117.86319294381649,6.255054733565318,0.2503338980914661,Null,1945
6,0.0,../images/wikiart/1967_1.jpg,92.77761442042554,"[180.42964255319148, 68.53633191489362, 74.80731063829788]",74.80731063829788,68.53633191489362,180.42964255319148,6.584764825096867,,Null,1967
7,0.0,../images/wikiart/1961_7.jpg,126.42447055853033,"[199.58140263810893, 111.98454137825955, 54.04598842018197]",54.04598842018197,111.98454137825955,199.58140263810893,6.084141822765281,,Null,1961
8,0.0022850877192982454,../images/wikiart/1945_6.jpg,116.94534242894736,"[174.7499649122807, 102.5982149122807, 88.85396929824562]",88.85396929824562,102.5982149122807,174.7499649122807,7.585441268460266,0.2549811000659372,0.012187637382966035,1945
9,0.0013945578231292517,../images/wikiart/1958_3.jpg,68.8231228961039,"[103.76042980828696, 60.30377860235003, 50.337854050711194]",50.337854050711194,60.30377860235003,103.76042980828696,6.670086451891227,0.25185956030613343,Null,1958
